Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
1150,2,3,Semi-Furnished,Kalkaji, South East Delhi,"Deshbandhu Apartments, Kalkaji",2,Ready_to_move,Resale,Apartment,10000,16100000
1200,2,2,Unfurnished,Kalkaji, South East Delhi,"Deshbandhu Apartments, Kalkaji",1,Ready_to_move,Resale,Apartment,18000,16000000
900,3,2,Semi-Furnished,Kalkaji, South East Delhi,"Giri Nagar, KalkaJi",2,Ready_to_move,Resale,Apartment,,6600000
500,2,2,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,,3300000
700,2,2,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,,3800000
900,3,3,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,,7000000
950,3,2,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Apartment,,8000000
1000,3,3,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",2,Ready_to_move,New_Property,Apartment,,8600000
1800,3,3,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",2,Ready_to_move,Resale,Builder_Floor,,14000000
720,2,2,Unfurnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",2,Ready_to_move,Resale,Builder_Floor,,4700000
900,3,3,Semi-Furnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,10000,6800000
720,2,2,Unfurnished,Kalkaji, South East Delhi,"Govindpuri Extension, Kalkaji",1,Almost_ready,New_Property,Builder_Floor,18000,5500000
1260,3,3,Semi-Furnished,Kalkaji, South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,,16500000
1800,2,2,Furnished,Kalkaji, South East Delhi,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,,21000000
1300,3,3,Semi-Furnished,Kalkaji, South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,,21000000
1600,3,3,Semi-Furnished,Kalkaji, South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,,26000000
900,2,2,Unfurnished,Kalkaji, South East Delhi,Kalkaji,2,Ready_to_move,Resale,Apartment,,15000000
810,2,2,Semi-Furnished,Kalkaji, South East Delhi,Kalkaji,1,Ready_to_move,New_Property,Builder_Floor,18000,14000000
900,2,2,Furnished,Kalkaji, South East Delhi,Kalkaji,1,Ready_to_move,Resale,Builder_Floor,18000,9000000
1070,3,2,Furnished,Kalkaji, South East Delhi,Kalkaji Extention,1,Ready_to_move,Resale,Apartment,10000,6800000
1050,2,2,Unfurnished,Kalkaji, South East Delhi,Kalkaji Extention,1,Ready_to_move,Resale,Apartment,10000,9000000
1000,2,3,Semi-Furnished,Kalkaji, South East Delhi,Kalkaji Extention,1,Ready_to_move,Resale,Apartment,18000,11000000
1000,2,2,Semi-Furnished,Kalkaji, South East Delhi,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1,Ready_to_move,Resale,Builder_Floor,18000,18000000
800,2,2,Semi-Furnished,Kalkaji, South East Delhi,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",1,Ready_to_move,Resale,Builder_Floor,10000,8000000
1550,3,3,Unfurnished,Kalkaji, South East Delhi,"Mandakini Enclave Project, Kalkaji",2,Ready_to_move,Resale,Builder_Floor,18000,27500000
1350,3,2,Semi-Furnished,Kalkaji, South East Delhi,"Nehru Enclave, Kalkaji",1,Ready_to_move,Resale,Builder_Floor,6878,17500000
1800,3,3,Semi-Furnished,Kalkaji, South East Delhi,"Nehru Enclave, Kalkaji",1,Ready_to_move,Resale,Builder_Floor,12916,26000000
1485,3,3,Unfurnished,Kalkaji, South East Delhi,"Rishi Apartment, Kalkaji",1,Ready_to_move,Resale,Apartment,,30000000
1150,2,2,Unfurnished,Sarita Vihar, South East Delhi,Sarita Vihar Pocket B,1,Ready_to_move,Resale,Apartment,15384,13500000
1500,3,2,Unfurnished,Sarita Vihar, South East Delhi,Sarita Vihar Pocket F,1,Ready_to_move,Resale,Apartment,15384,14000000
1500,3,2,,Sarita Vihar, South East Delhi,"Sarita Vihar, Mathura Road carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale ownership Freehold overlooking Main Road car parking 1 Open bathroom 2 balcony 2 furnishing Unfurnished For sale second third duplex .spacious 3 bedrooms with 2 washrooms drawing and dining and moduler kitchen one scooter garrage. read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",1,Ready_to_move,Resale,,,13500000
700,2,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,,Ready_to_move,Resale,Apartment,,16500000
1500,3,3,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,New_Property,Apartment,,26500000
1400,3,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1100,2,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15000000
1200,2,2,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,17500000
1400,2,2,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,14000000
1320,3,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15600000
1440,3,3,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
450,1,1,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Builder_Floor,12500,3000000
1400,3,3,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
700,2,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,,Ready_to_move,Resale,Apartment,,16500000
1500,3,3,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,New_Property,Apartment,,26500000
1400,3,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
1100,2,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15000000
1200,2,2,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,17500000
1400,2,2,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,14000000
1320,3,2,Unfurnished,Alaknanda, South Delhi,Alaknanda,2,Ready_to_move,Resale,Apartment,12500,15600000
1440,3,3,Unfurnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,12500,19000000
450,1,1,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Builder_Floor,12500,3000000
1400,3,3,Semi-Furnished,Alaknanda, South Delhi,Alaknanda,1,Ready_to_move,Resale,Apartment,11538,19000000
600,2,2,Semi-Furnished,Lajpat Nagar, South Delhi,"Amar Colony, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,,11500000
900,2,2,Semi-Furnished,Lajpat Nagar, South Delhi,"Amar Colony, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,14444,13000000
1170,3,3,Unfurnished,Mehrauli, South Delhi,"Andheria Mor, Mehrauli",5,Almost_ready,New_Property,Builder_Floor,8060,7200000
1500,3,3,Semi-Furnished,Mehrauli, South Delhi,"Andheria Mor, Mehrauli",1,Ready_to_move,New_Property,Apartment,8060,8400000
405,1,1,Unfurnished,Mehrauli, South Delhi,"Andheria Mor, Mehrauli",1,Ready_to_move,Resale,Apartment,3778,1500000
1350,3,2,Unfurnished,Saket, South Delhi,"Anupam Enclave, Saket",1,Ready_to_move,Resale,Builder_Floor,14074,19000000
2700,4,3,Semi-Furnished,Greater Kailash, South Delhi,"APL Builder Floor, Greater Kailash 1",1,Ready_to_move,New_Property,Builder_Floor,22222,60000000
2700,4,3,Semi-Furnished,Greater Kailash, South Delhi,"APL Builder Floor, Greater Kailash 1",1,Ready_to_move,New_Property,Builder_Floor,22222,60000000
630,2,2,Semi-Furnished,Sheikh Sarai, South Delhi,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,65714,4600000
968.751,2,2,Semi-Furnished,Alaknanda, South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,,15000000
1800,3,3,Furnished,Alaknanda, South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
968.751,2,2,Semi-Furnished,Alaknanda, South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,,15000000
1800,3,3,Furnished,Alaknanda, South Delhi,"Aravali Apartments, Alaknanda",2,Ready_to_move,New_Property,Apartment,,20000000
825,3,2,Semi-Furnished,Chhattarpur, South Delhi,"Aravali Tower, Chhattarpur",1,Ready_to_move,New_Property,Builder_Floor,4138,5990000
1250,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,"Arya Chittaranjan Park, Chittaranjan Park",1,Almost_ready,New_Property,Builder_Floor,,25500000
450,1,1,Unfurnished,Mehrauli, South Delhi,"Brijwasi Colony, Mehrauli",1,Ready_to_move,Resale,Apartment,3667,1650000
950,3,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,,Almost_ready,New_Property,Builder_Floor,,7090000
1800,3,4,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,2,Almost_ready,New_Property,Apartment,,63000000
950,3,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,2,Almost_ready,New_Property,Builder_Floor,,6990000
800,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Apartment,,4400000
800,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,,3000000
675,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,,2800000
1500,3,3,Unfurnished,Chhattarpur, South Delhi,Chhattarpur,4,Ready_to_move,Resale,Builder_Floor,,6000000
810,2,2,Unfurnished,Chhattarpur, South Delhi,Chhattarpur,4,Ready_to_move,Resale,Apartment,,4500000
650,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,Resale,Builder_Floor,,2500000
725,2,2,Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,Resale,Apartment,4138,3000000
900,3,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,4900000
750,2,2,Unfurnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,3500000
950,3,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Almost_ready,New_Property,Builder_Floor,4138,7020000
900,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,3500000
1500,3,3,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,7000000
1300,3,3,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur,1,Ready_to_move,New_Property,Builder_Floor,4138,4400000
765,2,2,Unfurnished,Chhattarpur, South Delhi,Chhattarpur,4,Ready_to_move,New_Property,Builder_Floor,4138,2500000
3600,2,2,Semi-Furnished,Chhattarpur, South Delhi,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,,4500000
1800,4,4,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,Resale,Builder_Floor,,12500000
630,2,2,Unfurnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,Resale,Apartment,,2800000
1800,4,4,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,,8500000
700,2,2,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,4138,3000000
500,2,1,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,2,Ready_to_move,Resale,Apartment,4138,7000000
1035,3,3,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,4138,4500000
580,1,1,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,4138,1600000
1750,3,3,Semi-Furnished,Chhattarpur, South Delhi,Chhattarpur Enclave Phase2,1,Ready_to_move,New_Property,Builder_Floor,4138,6500000
2097,3,3,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,,Ready_to_move,Resale,Builder_Floor,,29000000
1600,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,20938,33500000
2600,4,5,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,20938,62500000
1700,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,20938,47500000
1116,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,20938,14700000
1070,2,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,20938,18000000
1200,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,20938,22500000
1200,3,3,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,18333,22000000
1450,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,18333,22500000
1000,2,2,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Apartment,18333,7500000
945,2,1,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,5,Ready_to_move,Resale,Apartment,6878,6500000
1650,3,3,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,5,Ready_to_move,New_Property,Builder_Floor,6878,35000000
2625,4,5,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,60000000
1800,4,4,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,40000000
125,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,11500000
1440,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,22500000
1900,3,4,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,New_Property,Builder_Floor,6878,28500000
1800,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,2,Ready_to_move,Resale,Builder_Floor,6878,29000000
1200,3,2,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,12916,15500000
1200,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,Resale,Builder_Floor,12916,16500000
4118,4,5,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,12916,55000000
1050,3,2,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,3,Ready_to_move,Resale,Builder_Floor,12916,12500000
875,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park,3,Ready_to_move,New_Property,Builder_Floor,12916,17500000
11050,3,3,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park,1,Ready_to_move,New_Property,Builder_Floor,12916,18500000
990,2,2,Unfurnished,Chittaranjan Park, South Delhi,Chittaranjan Park Block A,1,Ready_to_move,Resale,Builder_Floor,12916,11500000
1200,3,3,Semi-Furnished,Chittaranjan Park, South Delhi,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,1,Ready_to_move,New_Property,Builder_Floor,18333,22200000
2430,4,4,Furnished,Chittaranjan Park, South Delhi,"Chittaranjan Park carpet area 270 sqyrd status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road car parking 5 Open bathroom 4 balcony 3 ownership Freehold 3 Side Open, Fully ventilated, Close to Market, Above Bank and 24 x 7 ATM because of which good security. Elite Neighbor hood. Very good for Rental Income. Also can be used for commercial Office Purpose by Advocates. read more Contact Owner View Phone No. Share Feedback Owner Mayur Mayur Aggarwal",5,Ready_to_move,Resale,Builder_Floor,18333,30000000
810,2,2,Semi-Furnished,Lajpat Nagar, South Delhi,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",1,Ready_to_move,Resale,Builder_Floor,,8910000
1600,3,4,Unfurnished,Chhattarpur, South Delhi,"DLF Chattarpur Farms, Chhattarpur",1,Almost_ready,New_Property,Apartment,4138,60000000
2400,4,4,Semi-Furnished,Greater Kailash, South Delhi,"Find Homes, Greater Kailash 2",1,Ready_to_move,New_Property,Apartment,2235,70000000
2400,4,4,Semi-Furnished,Greater Kailash, South Delhi,"Find Homes, Greater Kailash 2",1,Ready_to_move,New_Property,Apartment,2235,70000000
1700,3,3,Semi-Furnished,Friends Colony, South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,120000,38500000
4200,5,5,Semi-Furnished,Friends Colony, South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,15459,135500000
2070,3,3,Semi-Furnished,Friends Colony, South Delhi,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,15459,37500000
3510,4,4,Semi-Furnished,Friends Colony, South Delhi,"Friends Colony West, New Friends Colony",2,Ready_to_move,Resale,Builder_Floor,,45000000
2450,4,4,Furnished,Friends Colony, South Delhi,"Friends Colony West, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,120000,70000000
1800,3,3,Semi-Furnished,Alaknanda, South Delhi,"Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,,22500000
1800,3,3,Semi-Furnished,Alaknanda, South Delhi,"Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,,22500000
3000,4,4,Unfurnished,Malviya Nagar, South Delhi,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,14888,67000000
2600,4,5,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,Builder_Floor,14888,52500000
3600,4,4,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",3,Ready_to_move,New_Property,Builder_Floor,,60000000
3000,4,5,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",4,Ready_to_move,New_Property,Builder_Floor,,74500000
2750,4,5,Unfurnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Almost_ready,New_Property,Builder_Floor,,75000000
2050,4,4,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,,62500000
2316,3,4,Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",1,Ready_to_move,Resale,Builder_Floor,14888,100000000
2500,4,5,Unfurnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",1,Ready_to_move,New_Property,Builder_Floor,7200,62500000
2200,4,5,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,7200,65000000
2250,4,4,Semi-Furnished,Malviya Nagar, South Delhi,"Geetanjali Enclave, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,7200,57500000
22050,4,4,Semi-Furnished,Greater Kailash, South Delhi,Greater Kailash 1,2,Almost_ready,New_Property,Builder_Floor,30556,51000000
1600,3,3,Semi-Furnished,Greater Kailash, South Delhi,Greater Kailash 1,1,Ready_to_move,New_Property,Builder_Floor,18750,30000000
22050,4,4,Semi-Furnished,Greater Kailash, South Delhi,Greater Kailash 1,2,Almost_ready,New_Property,Builder_Floor,30556,51000000
1600,3,3,Semi-Furnished,Greater Kailash, South Delhi,Greater Kailash 1,1,Ready_to_move,New_Property,Builder_Floor,18750,30000000
5025,5,6,Unfurnished,Greater Kailash, South Delhi,Greater Kailash 2,4,Almost_ready,New_Property,Builder_Floor,22222,170000000
5025,5,6,Unfurnished,Greater Kailash, South Delhi,Greater Kailash 2,4,Almost_ready,New_Property,Builder_Floor,22222,170000000
2700,4,4,Unfurnished,Greater Kailash, South Delhi,Greater Kailash 4 Nri Colony,2,Ready_to_move,Resale,Builder_Floor,12500,36500000
2700,4,4,Unfurnished,Greater Kailash, South Delhi,Greater Kailash 4 Nri Colony,2,Ready_to_move,Resale,Builder_Floor,12500,36500000
2520,3,3,Unfurnished,Hauz Khas, South Delhi,Hauz Khas,,Ready_to_move,New_Property,Builder_Floor,,47500000
1700,3,4,Unfurnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,,45000000
1800,3,3,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,24166,43500000
1800,4,4,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,30000,80000000
2066,4,4,Unfurnished,Hauz Khas, South Delhi,Hauz Khas,2,Almost_ready,New_Property,Builder_Floor,30000,60000000
4500,4,4,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,30000,70000000
1750,3,3,Unfurnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,Resale,Builder_Floor,170000,35000000
1500,3,4,Unfurnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,Resale,Builder_Floor,18055,45000000
1800,3,4,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,New_Property,Builder_Floor,18055,47000000
1600,3,4,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,2,Ready_to_move,Resale,Builder_Floor,18055,27500000
2800,4,5,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,3,Ready_to_move,New_Property,Builder_Floor,25000,70000000
2300,4,4,Semi-Furnished,Hauz Khas, South Delhi,Hauz Khas,1,Ready_to_move,New_Property,Builder_Floor,17677,102500000
6000,5,5,Semi-Furnished,Hauz Khas, South Delhi,"Hauz Khas Apartment, Hauz Khas Enclave, Hauz Khas",3,Ready_to_move,New_Property,Apartment,30000,180000000
2050,3,3,Semi-Furnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,30000,71000000
4500,4,5,Semi-Furnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,170000,85000000
1200,2,2,Furnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",1,Ready_to_move,Resale,Builder_Floor,18055,27500000
2250,4,4,Unfurnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",3,Ready_to_move,New_Property,Builder_Floor,18055,100000000
2400,4,5,Unfurnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",1,Ready_to_move,Resale,Builder_Floor,25000,65000000
2100,4,5,Semi-Furnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",1,Ready_to_move,New_Property,Builder_Floor,17677,56000000
5400,4,4,Unfurnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,Resale,Builder_Floor,17677,110000000
2700,4,4,Semi-Furnished,Hauz Khas, South Delhi,"Hauz Khas Enclave, Hauz Khas",2,Ready_to_move,New_Property,Builder_Floor,37037,100000000
1305,4,3,Unfurnished,Chhattarpur, South Delhi,"JVTS Gardens, Chhattarpur",1,Almost_ready,New_Property,Builder_Floor,,5500000
1175,3,3,Unfurnished,Chhattarpur, South Delhi,"JVTS Gardens, Chhattarpur",4,Almost_ready,New_Property,Builder_Floor,,5000000
2799,4,4,Semi-Furnished,Greater Kailash, South Delhi,"Kailash Colony, Greater Kailash",,Ready_to_move,New_Property,Builder_Floor,,65000000
2650,4,4,Unfurnished,Greater Kailash, South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,,75000000
2200,4,4,Semi-Furnished,Greater Kailash, South Delhi,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,Builder_Floor,,47500000
