Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Per_Sqft,Price
807.2925,2,2,Unfurnished,Paschim Vihar, West Delhi,"Archana Apartment, Paschim Vihar",1,Ready_to_move,Resale,Apartment,14722,8600000
594,2,1,Semi-Furnished,Paschim Vihar, West Delhi,"Ashoka Apartment, Paschim Vihar Block A2",1,Ready_to_move,Resale,Apartment,10943,6500000
900,2,2,Semi-Furnished,Punjabi Bagh, West Delhi,"Bhagwan Das Nagar, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,16667,15000000
464,3,1,Unfurnished,Punjabi Bagh, West Delhi,"Bhagwan Das Nagar, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,15278,4200000
800,3,2,Unfurnished,Paschim Vihar, West Delhi,"DDA Lig Flats, Paschim Vihar",1,Ready_to_move,Resale,Apartment,7875,6300000
405,1,1,Semi-Furnished,Paschim Vihar, West Delhi,"DDA Lig Flats, Paschim Vihar carpet area 45 sqyrd status Ready to Move floor 4 out of 4 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road society DDA Lig Flats bathroom 1 balcony 1 ownership Freehold East Facing Property Expected price for the Flat is kept at 45 Lac. This is a 1 bedroom apartment present in DDA Lig Flats, Paschim Vihar. It measures an area of 45 Sq-m. It is on 4 floor out of 4 floors in the tower and is also well ventilated. The Flat has 1 washroom and also has 1 spacious balcony. read more Contact Owner View Phone No. Share Feedback Owner Anil",1,Ready_to_move,Resale,Apartment,14722,4500000
1240,3,3,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1,Ready_to_move,Resale,Apartment,,18000000
2175,4,4,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1,Ready_to_move,Resale,Apartment,8889,44000000
3002,4,5,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,50000000
1450,3,3,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,,15500000
1250,2,2,Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,15000000
2800,4,4,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,14285,40000000
1646,3,3,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,12151,20000000
1250,3,2,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,12151,16000000
1590,3,2,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,8889,25000000
2282,4,5,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,8889,37500000
1260,3,3,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,8889,25000000
1450,3,3,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,8889,15000000
2800,4,5,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,15178,42500000
2282,4,5,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,5806,38000000
1753,3,3,Unfurnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,10838,19000000
1470,3,2,Semi-Furnished,Moti Nagar, West Delhi,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,10838,14200000
2445,4,4,Semi-Furnished,Punjabi Bagh, West Delhi,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",1,Ready_to_move,Resale,Apartment,11905,52500000
2700,4,3,Semi-Furnished,Paschim Vihar, West Delhi,"Guru Harikishan Nagar, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,14722,42500000
800,3,2,Unfurnished,Paschim Vihar, West Delhi,"Guru Harikishan Nagar, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,10943,12000000
805,2,2,Unfurnished,Uttam Nagar, West Delhi,"Kiran Garden, Uttam Nagar",1,Ready_to_move,Resale,Builder_Floor,6111,4000000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,6111,3300000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,6111,3300000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,6111,3300000
1620,3,3,Furnished,Paschim Vihar, West Delhi,"LIC Colony, Paschim Vihar",1,Ready_to_move,New_Property,Builder_Floor,13889,24500000
2152.78,3,3,Furnished,Paschim Vihar, West Delhi,"Mianwali Nagar, Paschim Vihar",2,Ready_to_move,New_Property,Builder_Floor,14722,30000000
960,2,2,Semi-Furnished,Paschim Vihar, West Delhi,"Navbharat Apartment, Paschim Vihar Block B1",2,Ready_to_move,Resale,Apartment,14722,13000000
1350,3,2,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,,18500000
2300,4,5,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",3,Ready_to_move,New_Property,Apartment,,46500000
1429,3,3,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,17500000
2430,4,5,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,,42500000
900,2,2,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,12151,6700000
900,3,2,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Builder_Floor,8889,8000000
990,3,2,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,8889,25000000
1457,3,3,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",1,Ready_to_move,Resale,Apartment,8889,23000000
1400,3,2,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,8889,17500000
861.112,2,2,Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Builder_Floor,5806,5000000
2659,4,5,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",3,Ready_to_move,Resale,Apartment,10838,43500000
1550,3,2,Unfurnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",3,Ready_to_move,Resale,Apartment,10838,19500000
702,3,2,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,Resale,Apartment,10838,14200000
1138,2,2,Semi-Furnished,Moti Nagar, West Delhi,"New Moti Nagar, Kirti Nagar",2,Ready_to_move,New_Property,Apartment,10838,13500000
810,3,2,Semi-Furnished,Uttam Nagar, West Delhi,"New Uttam Nagar, Uttam Nagar",1,Ready_to_move,Resale,Builder_Floor,5794,5400000
1155,2,2,Semi-Furnished,Punjabi Bagh, West Delhi,"Pal Mohan Apartments, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,15278,18500000
1000,3,2,Semi-Furnished,Uttam Nagar, West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,22222,5510000
1000,3,2,Semi-Furnished,Uttam Nagar, West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,6111,5510000
1000,3,2,Semi-Furnished,Uttam Nagar, West Delhi,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,Builder_Floor,22222,5510000
1078,3,2,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,New_Property,Builder_Floor,,15500000
1818,3,3,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,,22000000
900,2,3,Semi-Furnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Apartment,14722,8500000
1100,3,2,Semi-Furnished,Paschim Vihar, West Delhi,Paschim Vihar,2,Ready_to_move,Resale,Apartment,14722,13100000
1100,3,2,Semi-Furnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Apartment,14722,16000000
900,2,2,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Builder_Floor,13889,12500000
820,2,3,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar,1,Ready_to_move,Resale,Apartment,11111,7500000
1800,4,3,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar Block A2,2,Ready_to_move,Resale,Builder_Floor,14722,23100000
1150,3,3,Semi-Furnished,Paschim Vihar, West Delhi,Paschim Vihar Block B2,1,Ready_to_move,Resale,Builder_Floor,,21000000
1800,3,2,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar Block B4,1,Ready_to_move,Resale,Builder_Floor,14722,26500000
14220,3,3,Semi-Furnished,Paschim Vihar, West Delhi,Paschim Vihar Block B4,1,Ready_to_move,New_Property,Builder_Floor,10943,27500000
850,3,3,Unfurnished,Paschim Vihar, West Delhi,"Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet",1,Ready_to_move,Resale,Apartment,11111,5700000
780,2,2,Unfurnished,Paschim Vihar, West Delhi,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank,1,Ready_to_move,Resale,Builder_Floor,14722,8770000
450,2,2,Semi-Furnished,Paschim Vihar, West Delhi,"Paschimpuri, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,,5000000
585,2,2,Unfurnished,Paschim Vihar, West Delhi,"Paschimpuri, Paschim Vihar",2,Ready_to_move,Resale,Apartment,14722,7000000
378,1,1,Unfurnished,Paschim Vihar, West Delhi,"Paschimpuri, Paschim Vihar",1,Ready_to_move,Resale,Apartment,13889,3200000
2000,3,3,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,23840,37500000
1530,3,3,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Builder_Floor,7500,26500000
100,3,2,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Apartment,160000,16000000
1800,3,3,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,Builder_Floor,8421,27000000
1800,3,3,Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",3,Ready_to_move,Resale,Apartment,27778,50000000
200,1,1,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,13333,7000000
1782,3,3,Semi-Furnished,Patel Nagar, West Delhi,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,Apartment,8418,15000000
70,2,3,Furnished,Patel Nagar, West Delhi,"Patel Nagar South, Patel Nagar",1,Ready_to_move,New_Property,Builder_Floor,23840,8200000
800,3,2,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,23840,8000000
900,3,2,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,23840,9500000
1680,4,5,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,23840,20000000
900,2,2,Furnished,Patel Nagar, West Delhi,Patel Nagar West,3,Ready_to_move,Resale,Builder_Floor,23840,7400000
2000,4,4,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,3,Ready_to_move,Resale,Builder_Floor,7500,15000000
900,3,2,Furnished,Patel Nagar, West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,11556,10400000
270,1,1,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,11556,1700000
950,2,2,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,8421,8000000
1500,3,3,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,2,Ready_to_move,Resale,Builder_Floor,8421,19500000
1800,3,3,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,3,Ready_to_move,Resale,Builder_Floor,11722,21100000
850,2,3,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,24718,5900000
900,3,2,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,13333,12000000
1800,3,3,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Apartment,13333,24000000
405,2,1,Semi-Furnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Apartment,1667,3950000
1500,3,3,Unfurnished,Patel Nagar, West Delhi,Patel Nagar West,1,Ready_to_move,Resale,Builder_Floor,8333,12500000
2592,4,3,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh,2,Ready_to_move,Resale,Builder_Floor,,42500000
1700,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh,2,Ready_to_move,Resale,Builder_Floor,,23000000
2250,4,4,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh,2,Ready_to_move,New_Property,Builder_Floor,11905,37500000
1800,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh,2,Ready_to_move,New_Property,Builder_Floor,11905,27500000
1800,3,3,Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh East,1,Ready_to_move,Resale,Builder_Floor,15278,27500000
2340,4,4,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh East,1,Ready_to_move,Resale,Builder_Floor,15278,26000000
1350,3,3,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh East,1,Ready_to_move,Resale,Apartment,15278,23500000
954,2,2,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh East,1,Ready_to_move,Resale,Builder_Floor,15278,10000000
1000,2,2,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",1,Ready_to_move,Resale,Apartment,7800,7800000
1450,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh",2,Ready_to_move,Resale,Builder_Floor,11905,32500000
2250,4,4,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh West",2,Ready_to_move,New_Property,Builder_Floor,,50000000
800,2,2,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Enclave, Punjabi Bagh West",2,Ready_to_move,Resale,Apartment,11905,7500000
2100,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,11905,25000000
1620,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Ready_to_move,New_Property,Builder_Floor,11905,29000000
1440,3,3,Unfurnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",2,Ready_to_move,Resale,Builder_Floor,11905,24500000
195,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Almost_ready,New_Property,Builder_Floor,11905,28000000
807.2925,2,1,Semi-Furnished,Punjabi Bagh, West Delhi,"Punjabi Bagh Extension, Punjabi Bagh",1,Ready_to_move,Resale,Builder_Floor,9909,8000000
1800,4,4,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,2,Almost_ready,New_Property,Builder_Floor,,45500000
1640,3,3,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,1,Ready_to_move,Resale,Apartment,,12000000
2572,3,3,Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,4,Ready_to_move,Resale,Apartment,13608,35000000
2500,4,4,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,2,Ready_to_move,New_Property,Builder_Floor,11905,80000000
2250,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,2,Ready_to_move,Resale,Apartment,11905,20500000
5220,5,5,Unfurnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,2,Ready_to_move,Resale,Builder_Floor,11905,65000000
4455,5,5,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,1,Almost_ready,New_Property,Builder_Floor,11905,115000000
3500,4,4,Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,3,Ready_to_move,New_Property,Builder_Floor,9909,75100000
17010,3,3,Semi-Furnished,Punjabi Bagh, West Delhi,Punjabi Bagh West,2,Ready_to_move,Resale,Builder_Floor,15278,25000000
140,3,2,Unfurnished,Patel Nagar, West Delhi,"Punjabi Basti, Patel Nagar",1,Ready_to_move,New_Property,Builder_Floor,85714,12000000
1710,3,3,Unfurnished,Paschim Vihar, West Delhi,"Pushkar Enclave, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,,22000000
1350,3,3,Semi-Furnished,Paschim Vihar, West Delhi,"Pushkar Enclave, Paschim Vihar",1,Ready_to_move,Resale,Builder_Floor,11111,15000000
1620,3,3,Semi-Furnished,Paschim Vihar, West Delhi,"Reserve Bank Enclave, Paschim Vihar",,Ready_to_move,New_Property,Builder_Floor,,26000000
1580,3,2,Furnished,Paschim Vihar, West Delhi,"Shubh Niketan, Paschim Vihar",1,Ready_to_move,Resale,Apartment,11111,21000000
1500,3,2,Semi-Furnished,Paschim Vihar, West Delhi,"Sunder Apartments, Sunder Vihar, Paschim Vihar",2,Ready_to_move,Resale,Apartment,10943,18000000
4688,5,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,28797,135000000
3901,4,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,23840,93000000
2306,3,3,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,24718,57000000
4688,5,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,28797,135000000
3901,4,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,23840,93000000
1900,3,3,Semi-Furnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,7500,55300000
2306,3,3,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,24718,57000000
4688,5,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,28797,135000000
3901,4,4,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,23840,93000000
2306,3,3,Unfurnished,Patel Nagar, West Delhi,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,Apartment,24718,57000000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,,2650000
780,3,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,4000000
360,1,1,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,1700000
1000,3,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,6200000
620,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6111,3100000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6584,2500000
360,1,1,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,New_Property,Builder_Floor,6584,2000000
675,2,1,Unfurnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,Resale,Builder_Floor,5794,2900000
585,2,2,Unfurnished,Uttam Nagar, West Delhi,Uttam Nagar,1,Ready_to_move,Resale,Builder_Floor,5794,3200000
550,2,2,Semi-Furnished,Uttam Nagar, West Delhi,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",1,Ready_to_move,New_Property,Builder_Floor,5794,2600000
950,3,2,Furnished,Uttam Nagar, West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4600,4370000
950,3,2,Furnished,Uttam Nagar, West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4600,4370000
950,3,2,Furnished,Uttam Nagar, West Delhi,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,Apartment,4600,4370000
540,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,6111,2600000
450,2,1,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,6111,1850000
495,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,6111,2150000
550,2,2,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,6584,1900000
550,2,1,Semi-Furnished,Uttam Nagar, West Delhi,Uttam Nagar West,1,Ready_to_move,New_Property,Builder_Floor,5794,2000000
1600,4,3,Unfurnished,Vasant Kunj, South West Delhi,"DDA Flats Pocket 1, Vasant Kunj Sector B",2,Ready_to_move,Resale,Apartment,,23500000
650,1,2,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,Apartment,15500,7400000
1075,2,2,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",2,Ready_to_move,New_Property,Apartment,15500,12000000
1300,3,3,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,Apartment,20833,21900000
1600,3,2,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj",2,Ready_to_move,Resale,Apartment,,18500000
2000,3,3,Unfurnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj",1,Ready_to_move,Resale,Apartment,15500,31000000
1000,2,2,Unfurnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj",1,Ready_to_move,Resale,Apartment,20833,17500000
1200,3,2,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj carpet area 1200 sqft status Ready to Move floor 5 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road society DDA Flats Vasant Kunj car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold A southEAST facing 3 bhk resale flat is available in the promising locality of sectorE vasant kunj vasant kunj, delhi south. It is a ready to move in spacious flat and is located on the 5th floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lifts, park, water storage and securityfire alar. It is a gated society flat. It provides a spectacular view of the main road and parkgarden. The apartment is priced at rs. 2 cr. It is a freehold property, with a super builtUp area of 1600 sq. Ft. The property price is negotiable. read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Link Properties Pvt. Ltd. 5000+ Buyers Served",1,Ready_to_move,Resale,Apartment,,20000000
2000,4,4,Unfurnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2,Ready_to_move,Resale,Apartment,,36500000
2200,4,3,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj Sector C",2,Ready_to_move,Resale,Apartment,10681,23500000
1450,3,2,Semi-Furnished,Vasant Kunj, South West Delhi,"DDA Flats Vasant Kunj, Vasant Kunj Sector D",2,Ready_to_move,Resale,Apartment,15500,23500000
1350,3,2,Furnished,Vasant Kunj, South West Delhi,"DDA Pocket 1, Vasant Kunj Sector D",1,Ready_to_move,New_Property,Apartment,21818,24000000
